Word	seg	SegTrans	DepVar	td	POS	Gram	Gram2	PreSegTrans	FolSegTrans	PreSeg	FolSeg	Speaker	Recording	DictNSyl	NSyl	DictRate	Rate	FolWord	freq	log_freq	Context
ain't	t	eyn	Del	0	JJ	n	n	n	g	nasal	stop	s29	s2901b	6	6	6.402984645	6.402984645	gonna	25	3.218875825	<UNKNOWN> <IVER> yeah <VOCNOISE> it ain't gonna change though <VOCNOISE>
ain't	t	n	Del	0	VBZ	n	n	n	n	nasal	/n/	s29	s2901a	7	7	2.796019587	2.796019587	nothing	25	3.218875825	maintenance uh <VOCNOISE> <VOCNOISE> there ain't nothing i can't fix
ain't	t	t	Ret	1	NN	n	n	n	g	nasal	stop	s29	s2903b	7	6	8.43373494	7.228915663	going	25	3.218875825	somebody is gay <SIL> <LAUGH-they> ain't going to come after
ain't	t	n	Del	0	NN	n	n	n	g	nasal	stop	s29	s2902a	11	9	6.006524177	4.914428872	gonna	25	3.218875825	that you're trying to reach ain't gonna go to boy
ain't	t	n	Del	0	NN	n	n	n	m	nasal	/m/	s29	s2901b	11	10	4.68861621	4.262378373	making	25	3.218875825	here for ten years and ain't making that much money
ain't	t	eyn	Del	0	RB	n	n	n	g	nasal	stop	s29	s2903b	7	6	7.446808511	6.382978723	going	25	3.218875825	going be law <SIL> it ain't going come and get
ain't	t	n	Del	0	VBD	n	n	n	m	nasal	/m/	s29	s2903b	7	7	5.820629809	5.820629809	my	25	3.218875825	damn job <IVER> <SIL> it ain't my job i'm doing
ain't	t	n	Del	0	NN	n	n	n	g	nasal	stop	s29	s2902b	13	10	7.696962305	5.920740235	gonna	25	3.218875825	are always gonna be around ain't gonna get rid of
ain't	t	nx	Del	0	NN	n	n	n	aa	nasal	vowel	s29	s2902b	8	8	5.580501171	5.580501171	on	25	3.218875825	it now <VOCNOISE> my name ain't on this report so
ain't	t	eyn	Del	0	VBZ	n	n	n	n	nasal	/n/	s29	s2903b	7	7	7.043025845	7.043025845	nothing	25	3.218875825	yknow <IVER> <VOCNOISE> <SIL> there ain't nothing else to do
ain't	t	t	Ret	1	NN	n	n	n	S	nasal	pause	s29	s2903b	5	5	3.205128205	3.205128205	<IVER>	25	3.218875825	after me they know i ain't <IVER> <SIL> <LAUGH-no_offense> but
ain't	t	t	Ret	1	NN	n	n	n	U	nasal	null	s29	s2902b	5	5	5.367859405	5.367859405	<VOCNOISE>	25	3.218875825	don't get me wrong i ain't <VOCNOISE> but i mean
almost	t	t	Ret	1	RB	m	m	s	aa	sibilant	vowel	s29	s2903b	13	13	5.29929609	5.29929609	all	79	4.369447852	one sixty one it was almost all gay german village
almost	t	t	Ret	1	RB	m	m	s	aa	sibilant	vowel	s29	s2903b	7	7	4.268292683	4.268292683	all	79	4.369447852	gay german village <VOCNOISE> was almost all gay at one
almost	t	s	Del	0	RB	m	m	s	b	sibilant	stop	s29	s2902b	7	7	5.914689893	5.914689893	been	79	4.369447852	fair <IVER> i <IVER> i've almost been hit i don't
and	d	ih	Del	0	CC	and	and	n	p	nasal	stop	s29	s2901a	10	9	5.256062211	4.73045599	plus	8082	8.997394646	brought on because of that and plus she's got a
and	d	ah	Del	0	CC	and	and	n	ih	nasal	vowel	s29	s2902a	7	7	9.052137727	9.052137727	it	8082	8.997394646	him one time <IVER> yknow and it was in the
and	d	en	Del	0	CC	and	and	n	s	nasal	sibilant	s29	s2901a	13	13	5.519687025	5.519687025	stuff	8082	8.997394646	<VOCNOISE> i've had melanoma cancer and stuff so i sold
and	d	n	Del	0	CC	and	and	n	s	nasal	sibilant	s29	s2903a	10	9	5.788330032	5.209497029	stuff	8082	8.997394646	<VOCNOISE> it's just like cocaine and stuff like that you
and	d	n	Del	0	CC	and	and	n	s	nasal	sibilant	s29	s2903b	10	10	4.528138532	4.528138532	stuff	8082	8.997394646	houses and everything and apartments and stuff <IVER> it's getting
and	d	en	Del	0	CC	and	and	n	ay	nasal	vowel	s29	s2903a	9	9	4.799122081	4.799122081	i	8082	8.997394646	mean and stuff like this and i could give a
and	d	aen	Del	0	CC	and	and	n	ih	nasal	vowel	s29	s2903b	5	5	7.428669912	7.428669912	in	8082	8.997394646	<IVER> <SIL> yeah <SIL> <IVER> and in the winter <VOCNOISE>
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s29	s2902b	8	8	5.162116261	5.162116261	<VOCNOISE>	8082	8.997394646	i carried a gun constantly and <VOCNOISE> most the cops
and	d	en	Del	0	CC	and	and	n	g	nasal	stop	s29	s2901b	11	13	5.949567142	7.031306622	got	8082	8.997394646	cause coulda done crummy job and got same raise as
and	d	en	Del	0	CC	and	and	n	w	nasal	/w/	s29	s2902a	10	11	6.303044055	6.933348461	whistle	8082	8.997394646	strange they would go out and whistle at girls and
and	d	n	Del	0	CC	and	and	n	f	nasal	fricative	s29	s2903a	6	6	5.105878909	5.105878909	for	8082	8.997394646	<IVER> being turned away <IVER> and for some reason they
and	d	nx	Del	0	CC	and	and	n	y	nasal	/y/	s29	s2902a	6	6	9.601674532	9.601674532	yknow	8082	8.997394646	stuff like that <IVER> and and yknow i was <SIL>
and	d	en	Del	0	CC	and	and	n	s	nasal	sibilant	s29	s2901a	9	9	5.538464947	5.538464947	stuff	8082	8.997394646	<IVER> i used to fish and stuff like that but
and	d	n	Del	0	CC	and	and	n	y	nasal	/y/	s29	s2902b	10	9	6.246010361	5.621409325	yknow	8082	8.997394646	<IVER> put so it fizzed and yknow you'd pack it
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s29	s2903a	3	3	2.269038366	2.269038366	<VOCNOISE>	8082	8.997394646	cocaine's another <VOCNOISE> you know and <VOCNOISE> what they're saying
and	d	ihn	Del	0	CC	and	and	n	ay	nasal	vowel	s29	s2902a	10	10	5.551145479	5.551145479	either	8082	8.997394646	come down to my house and either shoot me sue
and	d	en	Del	0	CC	and	and	n	ae	nasal	vowel	s29	s2903b	11	9	7.404271187	6.058040062	ask	8082	8.997394646	<IVER> they're going to come and ask you so no
and	d	n	Del	0	CC	and	and	n	n	nasal	/n/	s29	s2901a	15	14	8.339305202	7.783351522	nobody	8082	8.997394646	<VOCNOISE> woods and everything back and nobody wanted even live
and	d	en	Del	0	CC	and	and	n	s	nasal	sibilant	s29	s2901a	10	10	3.640939304	3.640939304	stuff	8082	8.997394646	<VOCNOISE> working in closed corners and stuff like that <VOCNOISE>
and	d	d	Ret	1	CC	and	and	n	ah	nasal	vowel	s29	s2902a	2	2	4.912640962	4.912640962	uh	8082	8.997394646	could be a crook <SIL> and uh <LAUGH> i could
and	d	n	Del	0	CC	and	and	n	p	nasal	stop	s29	s2901a	4	4	5.603818442	5.603818442	people	8082	8.997394646	<IVER> yknow <IVER> yeah <VOCNOISE> and people don't <IVER> don't
and	d	en	Del	0	CC	and	and	n	s	nasal	sibilant	s29	s2901a	7	6	5.941437794	5.092660966	sell	8082	8.997394646	a car fix it up and sell it <IVER> or
and	d	d	Ret	1	CC	and	and	n	U	nasal	null	s29	s2902a	1	1	3.370021636	3.370021636	<HES-uh>	8082	8.997394646	<LAUGH-that_ain't_the_best_place> to be <LAUGH-going_when_you_get_off_school_you_know> <IVER> and <HES-uh> <SIL> it didn't
and	d	n	Del	0	CC	and	and	n	ae	nasal	vowel	s29	s2903b	6	6	4.687913855	4.687913855	at	8082	8.997394646	that for kids nowadays <IVER> and at whetstone park they
and	d	d	Ret	1	CC	and	and	n	ah	nasal	vowel	s29	s2901b	2	2	1.299541782	1.299541782	uh	8082	8.997394646	a living <IVER> yeah <SIL> and uh <VOCNOISE> i had
and	d	n	Del	0	CC	and	and	n	ay	nasal	vowel	s29	s2903a	6	6	6.664874556	6.664874556	i'm	8082	8.997394646	<NOISE-they're_more> worried about stopping <IVER> and i'm just using that
and	d	n	Del	0	CC	and	and	n	s	nasal	sibilant	s29	s2903b	8	8	5.815102985	5.815102985	stuff	8082	8.997394646	<SIL> <EXT-battle> of the bands and stuff like that you
and	d	en	Del	0	CC	and	and	n	ih	nasal	vowel	s29	s2901b	3	3	3.99319028	3.99319028	it's	8082	8.997394646	a rat <IVER> yeah <IVER> and it's not <IVER> and
and	d	en	Del	0	CC	and	and	n	ay	nasal	vowel	s29	s2901b	8	8	6.613160686	6.613160686	i	8082	8.997394646	do this <VOCNOISE> certain thing and i asked her i
and	d	n	Del	0	CC	and	and	n	ay	nasal	vowel	s29	s2903a	6	6	7.126652493	7.126652493	i	8082	8.997394646	idiot <IVER> <NOISE-and> <IVER> yeah and i told them i
and	d	nx	Del	0	CC	and	and	n	ae	nasal	vowel	s29	s2902b	10	10	6.672342606	6.672342606	after	8082	8.997394646	we'd get in a fight and after that we'd be
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s29	s2902a	7	7	4.38133925	4.38133925	<VOCNOISE>	8082	8.997394646	if the neighborhood went down and <VOCNOISE> when i say
and	d	ah	Del	0	CC	and	and	n	p	nasal	stop	s29	s2901b	10	10	6.303834749	6.303834749	people	8082	8.997394646	if you do your job and people know you do
and	d	n	Del	0	CC	and	and	n	m	nasal	/m/	s29	s2901b	13	12	6.203482826	5.72629184	most	8082	8.997394646	in a high tech society and most people you said
and	d	n	Del	0	CC	and	and	n	ay	nasal	vowel	s29	s2902a	11	10	5.698982835	5.180893487	i	8082	8.997394646	in my yard doing something and i yelled at them
and	d	n	Del	0	CC	and	and	n	y	nasal	/y/	s29	s2902b	4	3	7.768709967	5.826532475	you	8082	8.997394646	all over the place <IVER> and you didn't <VOCNOISE-have> the
and	d	ah	Del	0	CC	and	and	n	w	nasal	/w/	s29	s2902b	10	10	3.571635216	3.571635216	which	8082	8.997394646	gonna pick out to enforce and which laws ain't you
and	d	n	Del	0	CC	and	and	n	p	nasal	stop	s29	s2901a	5	5	4.05344056	4.05344056	passed	8082	8.997394646	e d at seventeen <SIL> and passed it plus was
and	d	n	Del	0	CC	and	and	n	eh	nasal	vowel	s29	s2901a	13	11	4.708664087	3.984254227	everything	8082	8.997394646	also they take into consideration and everything <IVER> so she
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s29	s2901b	1	1	3.348445986	3.348445986	<VOCNOISE>	8082	8.997394646	<VOCNOISE> <IVER> <VOCNOISE> yeah <IVER> and <VOCNOISE> most the time
and	d	nx	Del	0	CC	and	and	n	ay	nasal	vowel	s29	s2903a	12	12	7.686267075	7.686267075	i	8082	8.997394646	evenings i when was working and i couldn't even go
and	d	n	Del	0	CC	and	and	n	ay	nasal	vowel	s29	s2903b	6	6	7.620615288	7.620615288	i	8082	8.997394646	is a black woman <SIL> and i get along good
and	d	ehn	Del	0	CC	and	and	n	hh	nasal	/h/	s29	s2902a	7	7	6.972604636	6.972604636	how	8082	8.997394646	their neighborhood <VOCNOISE> even <SIL> and how many empty lots
and	d	n	Del	0	CC	and	and	n	g	nasal	stop	s29	s2903b	10	9	5.415657098	4.874091388	get	8082	8.997394646	<SIL> it ain't going come and get my story <SIL>
and	d	d	Ret	1	CC	and	and	n	U	nasal	null	s29	s2902b	1	1	5.881868552	5.881868552	<VOCNOISE>	8082	8.997394646	and he's a sheriff <IVER> and <VOCNOISE> otherwise no i
and	d	nx	Del	0	CC	and	and	n	ay	nasal	vowel	s29	s2903a	2	2	6.047704291	6.047704291	i've	8082	8.997394646	and i'm <VOCNOISE> <IVER> <VOCNOISE> and i've <CUTOFF-s=seen> <VOCNOISE> it's
and	d	n	Del	0	CC	and	and	n	ae	nasal	vowel	s29	s2901a	8	8	3.976255789	3.976255789	arrow	8082	8.997394646	it was a homemade bow and arrow <IVER> which <VOCNOISE>
and	d	en	Del	0	CC	and	and	n	aa	nasal	vowel	s29	s2903b	9	9	4.553535922	4.553535922	all	8082	8.997394646	<SIL> shopping center closed down and all the <VOCNOISE> <SIL>
and	d	n	Del	0	CC	and	and	n	ih	nasal	vowel	s29	s2901a	2	2	4.976238461	4.976238461	it's	8082	8.997394646	and that was it <IVER> and it's <SIL> <CUTOFF-i=if> <SIL>
and	d	ihn	Del	0	CC	and	and	n	s	nasal	sibilant	s29	s2902b	9	8	4.69434837	4.172754106	stuff	8082	8.997394646	<SIL> the <SIL> it's constitution and stuff like that <VOCNOISE>
and	d	ah	Del	0	CC	and	and	n	s	nasal	sibilant	s29	s2901a	10	9	7.452603306	6.707342976	stuff	8082	8.997394646	and working with my hands and stuff i used to
and	d	n	Del	0	CC	and	and	n	ay	nasal	vowel	s29	s2903a	11	11	5.238095238	5.238095238	i	8082	8.997394646	another one fifty percent blocked and i got a dead
and	d	n	Del	0	CC	and	and	n	y	nasal	/y/	s29	s2902a	5	5	6.009492595	6.009492595	you	8082	8.997394646	real father got you <IVER> and you can hit the
and	d	em	Del	0	CC	and	and	n	m	nasal	/m/	s29	s2902b	8	8	7.216985898	7.216985898	make	8082	8.997394646	gonna enforce the gun laws and make them <SIL> stricter
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s29	s2902b	2	2	3.492796979	3.492796979	<EXT-really>	8082	8.997394646	gonna take this <VOCNOISE> law and <EXT-really> gonna stick you
and	d	ae	Del	0	CC	and	and	n	w	nasal	/w/	s29	s2903a	7	7	9.080142636	9.080142636	whenever	8082	8.997394646	thirty six years old <IVER> and whenever you have a
and	d	en	Del	0	CC	and	and	n	m	nasal	/m/	s29	s2901b	11	11	3.166022477	3.166022477	made	8082	8.997394646	i coulda gone somewhere else and made more money <VOCNOISE>
and	d	en	Del	0	CC	and	and	n	ay	nasal	vowel	s29	s2903b	6	6	5.228780953	5.228780953	i	8082	8.997394646	as an example <VOCNOISE> <SIL> and i do something wrong
and	d	n	Del	0	CC	and	and	n	s	nasal	sibilant	s29	s2901a	2	2	1.440324476	1.440324476	stuff	8082	8.997394646	grew up around here <IVER> and stuff <VOCNOISE> uh because
and	d	ah	Del	0	CC	and	and	n	aa	nasal	vowel	s29	s2902a	6	6	6.026177716	6.026177716	all	8082	8.997394646	know you <VOCNOISE-always_hear> about drugs and all that <VOCNOISE> i've
and	d	ah	Del	0	CC	and	and	n	w	nasal	/w/	s29	s2902a	4	4	9.894622273	9.894622273	wouldn't	8082	8.997394646	throw away the key <VOCNOISE> and wouldn't let <VOCNOISE-you> out
and	d	en	Del	0	CC	and	and	n	w	nasal	/w/	s29	s2901b	10	10	6.813571817	6.813571817	we'd	8082	8.997394646	till sergeant went the shed and we'd just put a
and	d	n	Del	0	CC	and	and	n	hh	nasal	/h/	s29	s2901a	11	11	6.613748661	6.613748661	he	8082	8.997394646	<VOCNOISE> <IVER> she's a cowboy and he was an indian
and	d	ihn	Del	0	CC	and	and	n	sh	nasal	sibilant	s29	s2903b	9	9	6.078210359	6.078210359	shut	8082	8.997394646	i got to sit there and shut my mouth and
and	d	en	Del	0	CC	and	and	n	aw	nasal	vowel	s29	s2902b	15	13	5.817854608	5.04214066	our	8082	8.997394646	back our forefathers did this and our forefathers did that
and	d	n	Del	0	CC	and	and	n	s	nasal	sibilant	s29	s2901a	9	7	5.182943509	4.031178285	stuff	8082	8.997394646	<VOCNOISE> <SIL> just tinkering around and stuff fix <VOCNOISE> i'll
and	d	nx	Del	0	CC	and	and	n	ay	nasal	vowel	s29	s2902a	5	5	4.997206562	4.997206562	i've	8082	8.997394646	see i'm his stepfather <IVER> and i've heard the thing
and	d	nx	Del	0	CC	and	and	n	eh	nasal	vowel	s29	s2901a	10	10	4.149377593	4.149377593	everything	8082	8.997394646	to go to the woods and everything else now <VOCNOISE>
and	d	nx	Del	0	CC	and	and	n	ay	nasal	vowel	s29	s2902a	6	6	4.8874223	4.8874223	i	8082	8.997394646	like where i'm at <IVER> and i got good neighbors
and	d	aen	Del	0	CC	and	and	n	w	nasal	/w/	s29	s2903a	5	5	8.527431896	8.527431896	what	8082	8.997394646	before they did anything <VOCNOISE> and what i did i
and	d	n	Del	0	CC	and	and	n	s	nasal	sibilant	s29	s2903a	13	14	6.685626417	7.199905373	swimming	8082	8.997394646	a lot of walking anyway and swimming and stuff in
and	d	nx	Del	0	CC	and	and	n	ay	nasal	vowel	s29	s2901a	11	11	6.111763033	6.111763033	i	8082	8.997394646	<VOCNOISE> down to lane avenue and i hit one light
and	d	en	Del	0	CC	and	and	n	k	nasal	stop	s29	s2902a	10	10	2.691151843	2.691151843	keep	8082	8.997394646	so i gotta sit there and keep my mouth shut
and	d	eh	Del	0	CC	and	and	n	hh	nasal	/h/	s29	s2901a	13	11	5.404030243	4.572640975	he	8082	8.997394646	him to move to florida and he didn't wanna move
and	d	n	Del	0	CC	and	and	n	ah	nasal	vowel	s29	s2903b	14	14	4.778856699	4.778856699	apartments	8082	8.997394646	so many houses and everything and apartments and stuff <IVER>
and	d	n	Del	0	CC	and	and	n	ah	nasal	vowel	s29	s2902a	7	7	4.888377394	4.888377394	uh	8082	8.997394646	so my mom was working and uh <CUTOFF-f=?> <CUTOFF-ah=?> <VOCNOISE>
and	d	m	Del	0	CC	and	and	n	m	nasal	/m/	s29	s2902b	6	6	6.742186648	6.742186648	most	8082	8.997394646	but the poor can't <IVER> and most your people that
and	d	d	Ret	1	CC	and	and	n	s	nasal	sibilant	s29	s2902b	10	10	5.308081023	5.308081023	stuff	8082	8.997394646	<VOCNOISE> on the barrel length and stuff on guns you
and	d	n	Del	0	CC	and	and	n	th	nasal	apical	s29	s2903a	8	7	5.723553783	5.00810956	third	8082	8.997394646	<VOCNOISE> sue them <IVER> second and third i was working
and	d	en	Del	0	CC	and	and	n	ay	nasal	vowel	s29	s2902b	12	12	6.153975545	6.153975545	i	8082	8.997394646	i could go in indiana and i have done it
and	d	n	Del	0	CC	and	and	n	p	nasal	stop	s29	s2903b	7	7	4.827586207	4.827586207	played	8082	8.997394646	right <SIL> <IVER> they came and played there one time
and	d	n	Del	0	CC	and	and	n	hh	nasal	/h/	s29	s2902b	10	10	3.48638931	3.48638931	he's	8082	8.997394646	one neighbor that hates me and he's a sheriff <IVER>
and	d	n	Del	0	CC	and	and	n	y	nasal	/y/	s29	s2902b	9	9	8.819448255	8.819448255	you	8082	8.997394646	i give you a beer and you could give it
and	d	ehn	Del	0	CC	and	and	n	y	nasal	/y/	s29	s2902b	6	5	5.273297428	4.394414523	you	8082	8.997394646	i have no idea <IVER> and you even got these
and	d	en	Del	0	CC	and	and	n	s	nasal	sibilant	s29	s2903a	10	10	3.67059359	3.67059359	stuff	8082	8.997394646	away from salts uh sodium and stuff like that <VOCNOISE>
and	d	en	Del	0	CC	and	and	n	eh	nasal	vowel	s29	s2901b	9	9	9.852928619	9.852928619	everything	8082	8.997394646	<VOCNOISE> you had <VOCNOISE-step> raises and everything so it least
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s29	s2901a	1	1	1.853592169	1.853592169	<VOCNOISE>	8082	8.997394646	not home a lot <VOCNOISE> and <VOCNOISE> like i said
and	d	n	Del	0	CC	and	and	n	f	nasal	fricative	s29	s2901a	6	6	3.257422716	3.257422716	forth	8082	8.997394646	did was just go back and forth <VOCNOISE> uh from
and	d	en	Del	0	CC	and	and	n	s	nasal	sibilant	s29	s2903b	6	6	3.393181515	3.393181515	stuff	8082	8.997394646	it's just <VOCNOISE> the talk and stuff it's not <SIL>
and	d	en	Del	0	CC	and	and	n	ae	nasal	vowel	s29	s2902a	6	6	9.601674532	9.601674532	and	8082	8.997394646	and stuff like that <IVER> and and yknow i was
and	d	en	Del	0	CC	and	and	n	sh	nasal	sibilant	s29	s2901b	5	5	5.518483609	5.518483609	she	8082	8.997394646	wasn't supposed to <VOCNOISE> <IVER> and she said she'd get
and	d	n	Del	0	CC	and	and	n	w	nasal	/w/	s29	s2901a	10	9	6.186327227	5.567694504	working	8082	8.997394646	i'd like to go back and working with my hands
and	d	n	Del	0	CC	and	and	n	s	nasal	sibilant	s29	s2901b	5	5	4.94987264	4.94987264	some	8082	8.997394646	they know everything <IVER> <VOCNOISE> and some of them did
and	d	n	Del	0	CC	and	and	n	ay	nasal	vowel	s29	s2903b	7	7	9.051376908	9.051376908	i	8082	8.997394646	its smaller <SIL> <IVER> <SIL> and i like the area
and	d	em	Del	0	CC	and	and	n	w	nasal	/w/	s29	s2903a	12	11	5.531577703	5.070612894	watch	8082	8.997394646	of lay on the floor and watch everybody else go
and	d	en	Del	0	CC	and	and	n	ay	nasal	vowel	s29	s2901b	5	5	6.588986904	6.588986904	i've	8082	8.997394646	get ten percent raises <SIL> and i've seen me get
and	d	en	Del	0	CC	and	and	n	s	nasal	sibilant	s29	s2903b	10	10	6.097560976	6.097560976	sewer	8082	8.997394646	don't even have city water and sewer <SIL> i'm the
and	d	t	Ret	1	CC	and	and	n	U	nasal	null	s29	s2903a	1	1	0.64372516	0.64372516	<VOCNOISE>	8082	8.997394646	around mostly black people <VOCNOISE> and <VOCNOISE> it's a weird
and	d	er	Del	0	CC	and	and	n	hh	nasal	/h/	s29	s2902a	11	10	8.177709052	7.434280956	he	8082	8.997394646	inches shorter than the other and he had no hip
and	d	ah	Del	0	CC	and	and	n	aa	nasal	vowel	s29	s2902a	10	10	6.153668171	6.153668171	all	8082	8.997394646	you're not my real father and all that we went
and	d	n	Del	0	CC	and	and	n	n	nasal	/n/	s29	s2902a	14	12	8.631175683	7.398150586	never	8082	8.997394646	father lived right around corner and never even had nothing
and	d	nx	Del	0	CC	and	and	n	ih	nasal	vowel	s29	s2903a	5	5	8.885966393	8.885966393	if	8082	8.997394646	it for bad <SIL> <IVER> and if i was in
and	d	en	Del	0	CC	and	and	n	b	nasal	stop	s29	s2902b	11	11	5.733544467	5.733544467	brought	8082	8.997394646	growing along the railroad tracks and brought it back to
and	d	n	Del	0	CC	and	and	n	s	nasal	sibilant	s29	s2901b	9	9	6.317762389	6.317762389	see	8082	8.997394646	for more than two years and see how they like
and	d	n	Del	0	CC	and	and	n	aa	nasal	vowel	s29	s2901a	15	14	6.107720648	5.700539271	also	8082	8.997394646	it's because of your education and also they take into
and	d	d	Ret	1	CC	and	and	n	S	nasal	pause	s29	s2901b	1	1	15.14853135	15.14853135	<SIL>	8082	8.997394646	it's different every day <IVER> and <SIL> i don't like
and	d	en	Del	0	CC	and	and	n	s	nasal	sibilant	s29	s2901b	8	8	4.325680484	4.325680484	some	8082	8.997394646	and some of them did and some of them <SIL>
and	d	ehn	Del	0	CC	and	and	n	ay	nasal	vowel	s29	s2901b	5	5	4.230028976	4.230028976	i'm	8082	8.997394646	big as a gymnasium <VOCNOISE> and i'm in there by
and	d	aen	Del	0	CC	and	and	n	ay	nasal	vowel	s29	s2903a	6	6	5.163897813	5.163897813	i	8082	8.997394646	blew a <NOISE-disc> out <IVER> and i couldn't walk at
and	d	en	Del	0	CC	and	and	n	f	nasal	fricative	s29	s2901a	13	12	7.015392851	6.475747247	found	8082	8.997394646	lot more different people live and found out how lucky
and	d	aen	Del	0	CC	and	and	n	ih	nasal	vowel	s29	s2901b	5	5	6.702134362	6.702134362	it	8082	8.997394646	get a bad management <SIL> and it can make your
and	d	en	Del	0	CC	and	and	n	th	nasal	apical	s29	s2902a	11	11	6.560897054	6.560897054	throw	8082	8.997394646	they'd lock you in closet and throw away the key
and	d	n	Del	0	CC	and	and	n	eh	nasal	vowel	s29	s2903b	16	16	5.84922739	5.84922739	everything	8082	8.997394646	they're cramming so many houses and everything and apartments and
and	d	en	Del	0	CC	and	and	n	aa	nasal	vowel	s29	s2903b	7	7	5.833333333	5.833333333	all	8082	8.997394646	they're like <UNKNOWN> black ass and all this you know
and	d	eh	Del	0	CC	and	and	n	ih	nasal	vowel	s29	s2901a	9	8	6.617778441	5.882469726	it	8082	8.997394646	when she was a kid and it was brought on
and	d	d	Ret	1	CC	and	and	n	U	nasal	null	s29	s2901b	1	1	5.786099475	5.786099475	<VOCNOISE>	8082	8.997394646	housing they're collecting welfare <IVER> and <VOCNOISE> she just came
and	d	ihn	Del	0	CC	and	and	n	y	nasal	/y/	s29	s2902a	9	9	6.272139782	6.272139782	you	8082	8.997394646	me you come up there and you see no kids
and	d	n	Del	0	CC	and	and	n	ay	nasal	vowel	s29	s2902b	11	11	5.324380629	5.324380629	i'd	8082	8.997394646	used go out turkey shoots and i'd go hunting all
and	d	en	Del	0	CC	and	and	n	n	nasal	/n/	s29	s2902b	9	9	3.277137704	3.277137704	not	8082	8.997394646	to change for one group and not another <IVER> you
and	d	en	Del	0	CC	and	and	n	s	nasal	sibilant	s29	s2902a	9	10	4.343859954	4.82651106	stuff	8082	8.997394646	out and whistle at girls and stuff like that <IVER>
and	d	en	Del	0	CC	and	and	n	aa	nasal	vowel	s29	s2903b	6	6	5.128205128	5.128205128	all	8082	8.997394646	know they're prejudice <VOCNOISE> <SIL> and all she's doing is
and	d	n	Del	0	CC	and	and	n	ih	nasal	vowel	s29	s2901a	5	5	8.395036854	8.395036854	if	8082	8.997394646	had four heart attacks <VOCNOISE> and if you look at
and	d	en	Del	0	CC	and	and	n	y	nasal	/y/	s29	s2902b	7	7	7.646420765	7.646420765	yknow	8082	8.997394646	i have never <EXT-heard> <SIL> and yknow i'm just using
and	d	en	Del	0	CC	and	and	n	y	nasal	/y/	s29	s2903a	10	10	0.646405475	0.646405475	you	8082	8.997394646	up something you learn it and you keep going <IVER>
and	d	nx	Del	0	CC	and	and	n	ay	nasal	vowel	s29	s2901a	3	3	3.739352195	3.739352195	i	8082	8.997394646	the more they rebel <IVER> and i was <LAUGH-one_of_them> type
